based_in:,member for:,company_name:,rating:,reports:
"Coulsdon, Greater London",7 years,Antech Electrical Contractors Limited,9.92,55
"Portsmouth, Hampshire",3 years,Anthony & Sons Ltd,9.78,46
"Camberley, Surrey",5 years,Anthony Beale Fencing,9.89,369
"Wraysbury, Berkshire",3 years,Anthony Brian,9.84,65
"Newcastle upon Tyne, Tyne and Wear",Less than a year,Anthony Ferguson (TCF Plumbing & Heating),9.97,15
"Crowthorne, Berkshire",3 years,Anthony Gibson Painters & Decorators,9.84,59
"Dewsbury, West Yorkshire",2 years,Anthony Holladay (Electrical Contractors) Limited,9.94,43
London,3 years,Anthony James Electrical,9.74,51
"London, Greater London",1 year,Anthony Lee Building Co Ltd,9.9,15
"Staines, Middlesex",4 years,Anthony O'Neill Stone & Porcelain Tiling,9.88,25
"Haslemere, Surrey",7 years,Anthony Price Plastering,9.9,91
New Malden,1 year,Anthony Spencer & Sons  Painting & Decorating,9.56,22
"East Preston, West Sussex",9 years,Anthony's Traditional Chimney Sweep,9.97,1345
"Carterton, Oxfordshire",3 years,Anton Hamilton Home Improvement & Refurbishments,9.91,75
"Stanmore, Middlesex",1 year,Anton Services Ltd,9.67,45
"Feltham, Middlesex",Less than a year,Antov - Professional Mastic Services,9.92,19
"Morden, Surrey",1 year,Antwick Kitchen Quote Beater,9.56,8
"Birmingham, West Midlands",1 year,Antz Maintenantz,9.69,76
"Harrow, Middlesex",Less than a year,Any Appliance Repairs Ltd,9.85,56
"Potters Bar, Hertfordshire",Less than a year,Any Clearance Ltd,9.92,29
"Coventry, West Midlands",Less than a year,Any Floors Ltd,9.86,14
"Shoreham-by-sea, West Sussex",4 years,Any Garden Limited,9.9,375
West Wickham,1 year,Any Hour Glass,9.9,134
"Heathfield, East Sussex",Less than a year,Anything Gas,9.96,74
"Swindon, Wiltshire",2 years,Anything Stone UK Limited,9.52,22
"Worthing, West Sussex",6 years,Anytime Plumbing Services,9.96,827
"Brighton, East Sussex",2 years,Anytime Removals,9.97,246
"Addlestone, Surrey",4 years,Anyweather Landscapes,9.92,139
"Ferndown, Dorset",6 years,AOC Cleaning,10,118
"Croydon, Surrey",Less than a year,AOCS Property Maintenance Ltd,9.79,6
"Northampton, Northamptonshire",2 years,AP Beevor Landscapes,9.72,17
"Reading, Berkshire",Less than a year,AP Brickwork & Driveways,9.74,32
"Spennymoor, Durham",1 year,AP Bulmer Power Chimney Sweeping Services,9.99,102
"Potters Bar, Hertfordshire",3 years,AP Design & Build Ltd,9.46,22
"Wallington, Surrey",7 years,AP Electrical,9.95,74
"Pontefract, West Yorkshire",Less than a year,AP Frost Joinery and Renovations,9.61,9
"Nottingham, Nottinghamshire",1 year,AP Joinery & Refurbishments Ltd,9.27,11
"Doncaster, South Yorkshire",Less than a year,AP Property Maintenance,9.85,17
"Cardiff, Caerdydd",Less than a year,AP Property Preservation,9.82,7
"Warwick, Warwickshire",2 years,AP Property Services,9.87,59
Hook,1 year,AP Property Services,9.92,25
"High Wycombe, Buckinghamshire",Less than a year,AP White & Son Plastering,9.69,22
"Brighton, East Sussex",4 years,Apan Construction,9.97,85
"Guildford, Surrey",10 years,Apark & Hobbs Roofing Specialists,9.78,145
"Rye, East Sussex",1 year,APB Painting & Decorating,9.92,46
"Sevenoaks, Kent",3 years,APB Plumbing & Heating,9.86,73
Kenley,2 years,APB Windows & Conservatories Limited,9.92,107
London,1 year,APC Electrical Services (London) Limited,9.95,80
"St. Helens, Merseyside",Less than a year,APC Stairlifts Ltd,9.98,21
"Reading, Berkshire",Less than a year,APD (Affordable Professional Decorating),9.7,5
"Waterlooville, Hampshire",5 years,"Aperture Windows, Doors and Conservatories",9.92,249
"Colne, Lancashire",1 year,Apex,9.8,29
"Manchester, Greater Manchester",1 year,Apex Aerials,9.92,341
"Waterlooville, Hampshire",9 years,Apex Aerials & Satellite Services,9.86,1026
"Pulborough, West Sussex",1 year,Apex Aerials (Southern) Ltd,9.88,161
"Oxted, Surrey",4 years,Apex Appliances,9.93,1253
"London, Greater London",Less than a year,Apex Building Services,9.8,5
"Welling, Greater London",3 years,Apex Chimney Sweeps,9.99,427
"Alresford, Hampshire",Less than a year,Apex Cleaning Services,10,17
"Worthing, West Sussex",13 years,Apex Cleaning Services Ltd,9.94,549
"Gravesend, Kent",1 year,Apex Control Systems Ltd,9.88,8
"Epsom, Surrey",Less than a year,Apex Domestic Cleaning,9.29,12
South Croydon,1 year,Apex Extensions Ltd,9.72,19
"Eastleigh, Hampshire",5 years,Apex Gas & Electrics,9.97,124
"Brighton, East Sussex",1 year,Apex Gates,9.96,56
"Ashford, Kent",4 years,Apex Masonry Ltd,9.72,30
"Maidstone, Kent",2 years,Apex Plumbing And Heating,9.9,133
"Sutton, Surrey",1 year,Apex Roofing,9.85,24
"Worthing, West Sussex",1 year,Apex Roofing Sussex Ltd,9.85,95
"Maidstone, Kent",1 year,Apex Solutions,9.94,18
"Ringwood, Hampshire",7 years,Apex Tree Surgeons Ltd,9.87,178
"Bolton, Greater Manchester",2 years,Apex Tree Works,9.76,23
"Prestonpans, East Lothian",Less than a year,Apex Windows & Doors Ltd,10,6
"Swindon, Wiltshire",5 years,APG Heating And Plumbing,9.88,147
"Plymouth, Devon",1 year,APG Solutions,9.95,32
"Guildford, Surrey",8 years,APH Fencing Contractors,9.9,12
"Kidderminster, Worcestershire",3 years,APH Plumbing & Heating,9.97,69
"South Harting, West Sussex",Less than a year,APH Tree Care & Landscaping,9.96,14
"Waterlooville, Hampshire",7 years,Aphex Home Installations Ltd,9.69,159
"Nottingham, Nottinghamshire",Less than a year,APJ Lawson Gas Services,9.97,9
"Bournemouth, Dorset",7 years,APK Kitchen & Bathroom Installations,9.93,91
"Chester Le Street, Durham",2 years,APL Bathrooms,9.94,146
"Grays, Essex",1 year,APL Electrical,9.97,24
"Yateley, Hampshire",8 years,APL Electrical,9.89,282
"Waterlooville, Hampshire",4 years,APL Scaffolding,9.87,81
"Watford, Hertfordshire",4 years,Aplus Heating Services Ltd,9.81,180
"Hoddesdon, Hertfordshire",1 year,APM,9.91,121
"Stroud, Gloucestershire",4 years,APM (Glos + Wilts) Ltd,9.69,80
"Gateshead, Tyne and Wear",1 year,APM Cleaning Ltd,9.88,10
"Blandford Forum, Dorset",3 years,APM Plumbing,9.94,24
"Sandhurst, Berkshire",Less than a year,APN Plastering Services,9.88,2
"Trowbridge, Wiltshire",3 years,Apollo Electrical (Sw) Ltd,9.97,58
"Birmingham, West Midlands",Less than a year,Apollo Plumbing & Tiling,9.94,16
"Basingstoke, Hampshire",10 years,Apollo Satellite & Aerial Services,9.86,140
"Maidstone, Kent",3 years,Apollo Trade Windows,9.89,226
"Bromley, Kent",Less than a year,App Scaffolding Limited,9.85,5
"Warlingham, Surrey",4 years,Apple and Sons,9.95,218
"Pagham, West Sussex",10 years,Apple Cleaning Services Ltd.,9.89,2617
"Greenhithe, Kent",6 years,Apple Gas & Heating Limited,9.97,99
Ruislip,1 year,Apple Glazing Ltd,9.88,32
"Bradford-on-Avon, Wiltshire",2 years,Apple Tree Fencing and Landscaping,9.95,37
Barnet,3 years,Applebee Carpentry & Joinery Ltd,9.78,45
"West Wickham, Kent",Less than a year,Applebee Removals,9.95,92
"Clacton-on-Sea, Essex",Less than a year,Applebys (Removals) Limited,9.88,14
"Redcar, North Yorkshire",3 years,Applegarth Building Services,9.87,48
"Ashford, Middlesex",6 years,Applegate,9.96,610
"Orpington, Kent",4 years,Applegate Alexander & Co,9.87,128
"Farnborough, Hampshire",6 years,Applegate Home Improvements Limited,9.89,312
"Feltham, Middlesex",4 years,Applegrove Property Developments Limited,9.89,40
London,2 years,Apples Plumbing,9.86,48
"Romsey, Hampshire",3 years,Applewood Joinery Ltd,9.62,32
"High Wycombe, Buckinghamshire",3 years,Applewood Landscapes Ltd,9.77,32
"Uckfield, East Sussex",4 years,Appleyard Garage Doors,9.9,130
"Sevenoaks, Kent",5 years,Appleyard Tree Care,9.89,141
"Godalming, Surrey",8 years,Appliance Expert Limited,9.93,176
"Stanmore, Middlesex",1 year,Appliance Repair,9.95,79
"Redhill, Surrey",Less than a year,Appliance Repair Solutions Limited,9.79,57
"Wareham, Dorset",1 year,Appliance Repair UK,9.94,39
"Gillingham, Kent",Less than a year,Appliance Services,9.99,34
"Dagenham, Essex",Less than a year,Appliances 4 Less Limited,9.84,8
Wembley,3 years,Appliances Trader,9.68,43
"Gosforth, Newcastle upon Tyne",4 years,Applied Electrical Services Ltd,9.89,862
"Blaydon-on-Tyne, Tyne and Wear",4 years,Appollo Gas Services Ltd,9.9,675
"Woking, Surrey",8 years,Approachways Limited,9.54,366
"Farnborough, Hampshire",9 years,Approved Autos Ltd,9.95,145
"Fleet, Hampshire",5 years,Approved Builders Limited,9.97,35
"Dukinfield, Cheshire",Less than a year,Approved Electrical Manchester Ltd,9.61,7
"Stockton-on-Tees, Durham",1 year,Approved Electrical Services,9.61,33
"Loughton, Essex",Less than a year,Approved Electrics,9.9,22
"Kenilworth, Warwickshire",Less than a year,Approved Property Maintenance,9.81,20
"Long Ditton, Surrey",6 years,Approved Roofing & Property Maintenance Limited,9.77,69
"Stoke-on-Trent, Staffordshire",3 years,Approved Rubber Roofing Contractors Ltd,9.82,23
"Crawley, West Sussex",Less than a year,Apps & Edwards Ltd,9.97,8
"Crawley, West Sussex",5 years,Apro Carpentry,9.87,101
"Wallington, Surrey",Less than a year,Apro Fencing & Sheds,9.91,8
"Staines, Surrey",6 years,APS,9.91,142
"Hull, East Riding of Yorkshire",2 years,APS (Hull) Ltd,9.87,93
"Solihull, West Midlands",Less than a year,APS All Property Service,9.84,8
"London, Greater London",1 year,APS Building Services and Maintenance Limited,9.91,54
"Steyning, West Sussex",4 years,APS Flooring Ltd,9.95,117
"Northampton, Northamptonshire",3 years,APS Landscapes,9.9,59
"Southsea, Hampshire",Less than a year,APS Plastering & Drylining,9.91,8
"High Wycombe, Buckinghamshire",4 years,APS Window Company,9.91,535
London,4 years,APSL Limited,9.87,109
"Aldershot, Surrey",1 year,APSPH Ltd,10,86
"Folkestone, Kent",Less than a year,APT Painting Contracts,9.73,11
London,3 years,APT Renovation Ltd,9.63,14
"Cheltenham, Gloucestershire",1 year,APW Plumbing and Heating,9.94,50
"Kidderminster, Worcestershire",Less than a year,AQ Kitchens,9.64,9
"Woking, Surrey",2 years,Aqua Azzurra Ltd,9.91,35
"Southampton, Hampshire",13 years,Aqua Bathrooms Installations Ltd,9.75,367
"Willenhall, West Midlands",Less than a year,Aqua Bathrooms WM Ltd,9.6,10
"St. Helens, Merseyside",1 year,Aqua Ceramics,9.6,36
"Grantham, Lincolnshire",3 years,Aqua Concepts,9.81,84
"Surbiton, Surrey",2 years,Aqua Design Landscaping,9.8,127
"Reading, Berkshire",5 years,Aqua Gas Heating & Plumbing Solutions,9.93,192
"London, Greater London",Less than a year,Aqua Gas UK,9.72,12
Bexleyheath,1 year,Aqua Heat Plumbing UK Ltd,9.8,49
"Hayling Island, Hampshire",12 years,Aqua Kitchens And Bathrooms Limited,9.8,439
"Lymington, Hampshire",6 years,Aqua Plumbing and Heating Services Ltd,9.88,222
"Andover, Hampshire",4 years,Aqua Plumbing South,9.95,189
"Redhill, Surrey",3 years,Aqua Roofing,9.87,93
"Pinner, Middlesex",3 years,Aqua Roofing & Building Ltd,9.81,115
"Seaford, East Sussex",7 years,Aqua Solutions,9.9,65
"Fleet, Hampshire",5 years,Aqua Systems,9.85,381
"Eastbourne, East Sussex",5 years,Aqua Works Plumbing Ltd,9.84,213
"Romney Marsh, Kent",Less than a year,Aquaaflame,9.96,31
"Nottingham, Nottinghamshire",3 years,Aquablast,9.92,173
"Weston-super-Mare, Somerset",3 years,Aquablast Drain Services Ltd,9.8,137
"Clacton-on-Sea, Essex",1 year,Aquaflow Heating Ltd,9.97,28
"Farnborough, Hampshire",11 years,Aquagas Heating & Plumbing Limited,9.65,477
"Tonbridge, Kent",3 years,Aquaguard Roofing Ltd,9.62,64
"Ashford, Kent",Less than a year,Aquaheat,9.97,47
"Chester le Street, County Durham",Less than a year,Aquajet Drain Cleaning Ltd,9.46,6
"Poole, Dorset",7 years,Aquajet Drain Services,9.95,107
"Cobham, Surrey",18 years,Aquajoy Water Gardens Ltd,9.83,1282
"South Ockendon, Essex",Less than a year,Aquakare,9.72,8
"Chatham, Kent",1 year,Aqualibra Locksmiths,9.96,85
"New Malden, Greater London",4 years,Aqualine Drains,9.95,401
"Croydon, Surrey",Less than a year,Aqualink Carpet Care,9.93,58
"Polegate, East Sussex",Less than a year,Aquaman Drainage & Plumbing,9.82,20
"Winchester, Hampshire",6 years,Aquanaut Plumbing & Heating Ltd,9.87,78
"Bedford, Bedfordshire",Less than a year,Aquanaut Plumbing Solutions,9.75,79
"Heathfield, East Sussex",5 years,Aquaology Ltd,9.92,66
London,7 years,Aquapearl Plumbing,9.65,141
"London, Greater London",1 year,AquaPro Plumbing and Heating,9.8,92
"Newport, Newport",1 year,Aquarius Direct Maintenance Ltd,9.87,97
"Farnborough, Hampshire",1 year,Aquarius Plumbing & Heating,9.94,116
Chislehurst,1 year,Aquasan Limited,9.86,16
"Banstead, Surrey",2 years,Aquascape,9.91,78
"Southampton, Hampshire",Less than a year,Aquascape Projects,9.78,47
"Chichester, West Sussex",5 years,Aquaseal Roofing Services,9.82,165
London,3 years,Aquasmith,9.77,104
"Maidstone, Kent",2 years,Aquasof Softeners & Salt Limited,9.82,132
"Broadstairs, Kent",3 years,Aquasoft UK,9.89,55
"Cambridge, Cambridgeshire",1 year,Aquastream Water Softeners Ltd,9.96,54
"Nr Southampton, Hampshire",12 years,AQUATEC,9.84,588
"Staple Hill, Bristol",3 years,Aquatec The Pure Water People,9.86,426
"Brighton, East Sussex",7 years,Aquatech Drain Services,9.97,508
"Alloa, Clackmannanshire",1 year,Aquatech Engineering (Scotland) Limited,9.9,30
"Godalming, Surrey",Less than a year,Aquatech Plumbing Services Ltd,9.93,17
Essex,Less than a year,Aquatek Plumbing & Heating Ltd,9.25,10
"Chichester, West Sussex",6 years,Aqueous Carpet & Upholstery Cleaning Limited,9.97,571
"Warrington, Cheshire",2 years,Aquila Heating & Plumbing Ltd,9.92,138
"Sidmouth, Devon",3 years,Aquila Property Maintenance,9.88,18
"Salford, Greater Manchester",2 years,AR Mobile Locksmith Services,9.98,197
"Bedford, Bedfordshire",Less than a year,AR Plumbing,9.67,13
"Basingstoke, Hampshire",3 years,AR Tracks And Blinds,9.96,107
"Port Talbot, Castell-nedd Port Talbot",Less than a year,A-Rated Home Improvements,9.68,30
"Canterbury, Kent",2 years,A-Rated Plumbing & Heating,9.87,40
"Normanton, West Yorkshire",1 year,A-Rated Power Flush,9.98,66
"Fareham, Hampshire",5 years,Arb Elite,9.97,262
"Lewes, East Sussex",2 years,Arbeco,9.93,241
"Hemel Hempstead, Hertfordshire",7 years,Arbiter Coatings,9.63,83
"Winchester, Hampshire",6 years,Arbor Call LTD,9.83,213
"Poole, Dorset",2 years,Arbor Oak Tree and Hedge Services,9.98,63
"Lymington, Hampshire",8 years,Arbor Venture Tree Care,9.94,990
"Worthing, West Sussex",10 years,Arbor Wood Floors Ltd,9.84,130
"Ferndown, Dorset",6 years,Arborcare UK Ltd,9.88,137
"Reading, Berkshire",5 years,Arborfield Tree Care,9.87,118
"Slough, Berkshire",Less than a year,Arborguard Ltd,9.67,6
Romford,2 years,Arboricultural Operatives,9.88,85
"Reigate, Surrey",Less than a year,Arboright,9.96,50
"Gerrards Cross, Buckinghamshire",3 years,Arbortech Tree Surgery Limited,9.71,170
"Bournemouth, Dorset",8 years,Arborvitae Tree Care,9.92,96
"Worthing, West Sussex",9 years,ArbTec Tree Care,9.95,106
"Chichester, West Sussex",Less than a year,Arbtechnic,9.93,14
"Eastbourne, East Sussex",8 years,ARC Brickwork and Building Contractors,9.91,346
Abingdon,2 years,Arc Construction,9.75,15
"Alcester, Warwickshire",Less than a year,Arc Electrical (Design and Installations) Ltd,0,1
"Bromley, Kent",Less than a year,ARC Electrical Services London Ltd,9.82,7
"Durham, Durham",1 year,Arc Electricals,9.9,47
"Dover, Kent",3 years,ARC Electricals,9.97,116
Bromley,2 years,ARC Flooring,9.85,105
"Epsom, Surrey",11 years,ARC Plastering,9.72,203
"Romney Marsh, Kent",5 years,ARC Plumbing  & Heating,9.97,168
"Uckfield, East Sussex",Less than a year,ARC Projects (UK) Ltd,9.93,138
"Havant, Hampshire",7 years,ARC Property Maintenance & Home Improvements LTD,9.83,187
"Waterlooville, Hampshire",7 years,Arcadia Heating & Plumbing Services Ltd,9.81,52
"Haywards Heath, West Sussex",12 years,Arcadian Decorating & Design,9.8,161
"Harlow, Essex",2 years,Arcbright Electrical Ltd,9.98,28
"St. Albans, Hertfordshire",Less than a year,Archbold Building Contractors Ltd,9.21,7
Romford,3 years,Archer Electrical,9.93,139
"Basingstoke, Hampshire",3 years,Archer Electrical,9.81,164
"Tunbridge Wells, Kent",1 year,Archer Roofing Services,9.78,27
"Swindon, Wiltshire",4 years,Archers Heating & Plumbing Ltd,9.83,87
"Swindon, Wiltshire",1 year,Archers Paving and Landscapes,9.64,9
Romford,Less than a year,Archers Plumbing & Heating,9.9,15
"Basingstoke, Hampshire",4 years,Archers Plumbing & Heating Ltd,9.85,110
"Nottingham, Nottinghamshire",Less than a year,Archers Roofing Services Ltd,9.56,26
"Eastbourne, East Sussex",Less than a year,"Archery Gardening, Patios & Landscaping",10,21
"Ipswich, Suffolk",5 years,Archie's Property Services,9.7,79
"New Malden, Surrey",1 year,Archinno Design & Build Ltd,9.42,9
"Rochester, Kent",Less than a year,Archpress Ltd,9.92,6
"Etchingham, East Sussex",4 years,Archway Builders (Sussex) Ltd,9.8,121
"Petts Wood, Greater London",2 years,Archway Construction,9.95,77
"Woking, Surrey",Less than a year,Archways Gardening Services & Treecare,9.92,6
"Bristol, Somerset",1 year,Arcos Interiors Ltd,9.89,7
"Brent, Greater London",2 years,ARD Services Ltd,9.85,79
"London, Greater London",Less than a year,Arda Fencing & Landscaping,9.81,21
"Southampton, Hampshire",1 year,ARDEC,9.97,52
"Borehamwood, Hertfordshire",Less than a year,Ardent Home Improvements Ltd,9.65,31
"Cambridge, Cambridgeshire",Less than a year,Area Cladding Ltd,0,1
"Chester Le Street, Durham",1 year,Area Maintenance Ltd,9.57,44
"Darlington, County Durham",Less than a year,Area Maintenance Plumbers & Electricians (Darlington & Teesside),9.64,7
"Crawley, West Sussex",3 years,Area Squared Tiling,9.86,120
"Addlestone, Surrey",4 years,Arek Build & Renovations Ltd,9.71,21
"Reading, Berkshire",9 years,Arena Installations,9.87,159
"Leeds, West Yorkshire",Less than a year,Argie Roofing,9.58,12
London,1 year,Argus Electrical Services Ltd,9.9,10
"Canterbury, Kent",2 years,Argyle Drains Ltd,9.95,163
"Portsmouth, Hampshire",Less than a year,Argyll Decorating,9.96,7
"Salford, Lancashire",Less than a year,Arian Heating and Plumbing,9.45,58
"Maidstone, Kent",1 year,Arias Cleaning Services Ltd,9.92,23
"Reigate, Surrey",1 year,Aries Plastering,9.69,27
Ilford,Less than a year,Aries Shopfront & Shutters Ltd,9.46,6
"Southampton, Hampshire",1 year,Ariste Home Renovations,9.8,19
"Fareham, Hampshire",1 year,Arjays Installations,9.81,13
"Brighton, East Sussex",7 years,Ark Builders Limited,9.89,73
"Bordon, Hampshire",6 years,Ark Heating Solutions,9.85,226
"Wembley, Middlesex",Less than a year,Ark Joinery Project Ltd,9.68,7
"Basildon, Essex",1 year,Ark Plumbing & Heating Solutions,9.88,45
"Brighton, East Sussex",4 years,Ark Removals,9.99,230
"Derby, Derbyshire",1 year,Ark Roofing Derby,9.8,16
Hounslow,1 year,Arkk Construction London Ltd,9.87,42
"Wokingham, Berkshire",Less than a year,Arkle  Electrical Ltd,9.93,38
"Bexleyheath, Kent",Less than a year,Arks Building Contractors,9.75,12
"Sunderland, Tyne and Wear",1 year,Arktek Group Ltd,9.96,85
"Caterham, Surrey",2 years,ARL Builders & Decorators,9.73,51
"Hampton, Greater London",4 years,Arlington Kitchens Ltd,9.54,35
"Sutton, Surrey",Less than a year,Arlis Electrical Ltd,9.97,23
London,5 years,Armadillo Electrics Ltd,9.88,113
"Potters Bar, Hertfordshire",2 years,Armand Groundworks and Paving Ltd,9.75,82
Coulsdon,1 year,Armata Home Ltd,9.85,5
"Shildon, County Durham",3 years,Armiger Joinery Ltd,9.67,21
"Weymouth, Dorset",6 years,Armitage Property Maintenance & Decorating Ltd,9.76,185
"Bristol, Somerset",1 year,Armour Installations,9.91,22
"Coventry, West Midlands",3 years,Armour Windows UK Ltd,9.52,27
"Durham, Durham",1 year,Armoured Alarms,9.97,52
"Eastbourne, East Sussex",2 years,Armoury Security + Fire,9.95,46
"Newton Abbot, Devon",1 year,Armstrong & Devon Move,9.93,167
"Newcastle upon Tyne, Tyne and Wear",2 years,Armstrong Decorating Services,9.86,52
"Middlesbrough, Cleveland",Less than a year,Armstrong Electrical (NE) Ltd,9.85,5
"Wokingham, Berkshire",4 years,Armstrong Removals Limited,9.68,173
"Swanley, Kent",Less than a year,Arney Building Services,9.98,30
"Mitcham, Greater London",3 years,Arnold & Self Removals,9.78,294
"Nottingham, Nottinghamshire",Less than a year,Arnold Decorators Ltd,9.88,17
"Sutton, Surrey",Less than a year,Arpen Scaffolding,9.71,13
"Poole, Dorset",Less than a year,Arranmac Professional Painting & Decorating,9.88,29
"Stoke-on-Trent, Staffordshire",Less than a year,Arrest Apest,10,21
"London, Greater London",Less than a year,Arriba Logistics,9.57,16
"Nottingham, Nottinghamshire",2 years,Arrival Flat Roofing,9.93,46
"Bourne End, Buckinghamshire",Less than a year,Arrol Kitchen Co,9.81,12
"Swindon, Wiltshire",Less than a year,Arrow Building Services,9.88,12
"Deeside, Flintshire",4 years,Arrow Driveways,9.56,22
Nottingham,1 year,Arrow Electrical Ltd,9.63,12
"Nottingham, Nottinghamshire",1 year,Arrow Locksmith Services,9.86,9
"Brighton, East Sussex",7 years,Arrow Roofing,9.99,112
"Epsom, Surrey",3 years,Arrowclean,9.98,268
"Chester Le Street, Durham",1 year,Arrowmark Home Improvements,9.73,44
Mitcham,1 year,Art Heating Plumbing Ltd,9.93,20
"Liverpool, Merseyside",2 years,Art Henrys,9.73,51
"Slough, Berkshire",3 years,ART Home Improvements,9.94,51
"Telford, Shropshire",2 years,Art Print Driveways and Patios,9.94,22
"Glasgow, strathclyde",3 years,Art Windows And Doors Ltd,9.94,286
"Southampton, Hampshire",Less than a year,ArtDeco,10,9
"Herne Bay, Kent",1 year,Artemis Electrical,9.75,7
"Manchester, Greater Manchester",2 years,Artemis Interiors,9.82,22
"Wrexham, Clwyd",Less than a year,Artform Plastering,9.89,37
"Sutton, Surrey",9 years,Artful Painters Ltd,9.82,81
"Stockport, Greater Manchester",3 years,Arthur Dean & Sons,9.91,32
"Carshalton, Surrey",2 years,Arthur's Building Service Ltd,9.66,44
"Welwyn Garden City, Hertfordshire",3 years,Artifex Carpentry,9.89,162
"Weymouth, Dorset",3 years,Artifex Home Improvements,9.77,29
"Poole, Dorset",4 years,Artificial Style Ltd,9.93,147
"London, Greater London",Less than a year,Artimies 87,9.85,20
"Sidcup, Kent",1 year,Artisan Decorating,9.91,19
"Stockton-on-Tees, Durham",Less than a year,Artisan Northeast,9.93,7
"Bracknell, Berkshire",6 years,Artisan Paint & Decor,9.89,82
"Ashington, Northumberland",1 year,Artisan Plastering,9.97,60
"Hove, East Sussex",1 year,Artisan Plumbing and Heating,9.94,31
"Hemel Hempstead, Hertfordshire",5 years,Artisan Property Maintenance,9.99,126
"Windsor, Berkshire",Less than a year,Artisan Property Services,9.87,19
"Wallington, Greater London",9 years,Artistic Block Paving,9.95,141
"Eastleigh, Hampshire",4 years,Artistic Home Improvement,9.95,54
"Wokingham, Berkshire",3 years,Artizan Heating Limited,9.71,46
"Northampton, Northamptonshire",Less than a year,Artizan Roofing,9.13,13
London,2 years,Art-Pit Decorating and Construction,9.94,37
"Chigwell, Essex",Less than a year,Arts Electrical Contracts Limited,9.63,6
"Southampton, Hampshire",1 year,Artylawns,9.9,10
"Arundel, West Sussex",16 years,Arun & Chichester Locksmiths,9.88,738
"Worthing, West Sussex",Less than a year,Arun Adur Fencing,9.95,28
"Littlehampton, West Sussex",Less than a year,Arun Aerials,9.92,13
"Littlehampton, West Sussex",16 years,Arun Driveways,9.64,315
"Horsham, West Sussex",4 years,Arun Electric Ltd,9.95,66
"Littlehampton, West Sussex",Less than a year,Arun Valley Auto Gate,9.94,22
"Littlehampton, West Sussex",7 years,Arun Windows Limited,9.92,192
"Arundel, West Sussex",Less than a year,Arundel and South Downs Drain Service,9.76,13
"Arundel, West Sussex",Less than a year,Arundel and South Downs Renovations Ltd,9.75,5
"Arundel, West Sussex",2 years,Arundel Driveways and Building Services,9.99,32
"Arundel, West Sussex",1 year,Arundel Plumbers,10,16
"Egham, Surrey",1 year,Arvi Construction Ltd,9.88,20
"Horley, Surrey",3 years,ARW Garden Care,9.91,176
"Eastbourne, East Sussex",Less than a year,AS Electrical,9.98,15
"Greenford, Middlesex",Less than a year,AS Electrical,9.71,12
"Tunbridge Wells, Kent",4 years,As Flat As Plastering & Property Services,9.97,72
"Liverpool, Merseyside",2 years,As Good As New (Cleaning & Maintenance Ltd),9.79,21
"Worcester, Worcestershire",Less than a year,AS Locks and Services,9.95,15
"London, Greater London",Less than a year,AS Painting & Decorating,10,8
"Gateshead, Tyne and Wear",2 years,AS Property Services,9.94,27
"Bristol, Somerset",3 years,Asante Plastering,9.85,85
"Chatham, Kent",2 years,ASAP Drains,9.96,42
"South Brent, Devon",Less than a year,ASAP Locks,9.93,14
"Chichester, West Sussex",10 years,ASAP Removals & Storage Ltd,9.86,534
"Ascot, Berkshire",1 year,ASAP Roofing & Exterior Maintenance,9.98,72
"Eastbourne, East Sussex",3 years,ASAP Roofing & Property Maintenance,9.91,217
"Swansea, West Glamorgan",Less than a year,ASAP Roofing+Building,9.62,21
"St. Helens, Merseyside",Less than a year,ASAP Scaffolding,9.5,6
"Newbury, Berkshire",Less than a year,ASAS Gate Automation,9.8,77
"Epping, Essex",Less than a year,ASB - McM UK Construction Ltd,9.4,5
"Fareham, Hampshire",4 years,ASB Building Services,9.84,63
"Derby, Derbyshire",Less than a year,Asbestos GRP Ltd,10,5
"Ingatestone, Essex",1 year,Ascending Arbs Tree Services Ltd,9.94,26
"Virginia Water, Surrey",6 years,Ascot & Bracknell Roofing Ltd,9.72,327
"Bagshot, Surrey",2 years,Ascot Cleaning Services,9.77,74
"Ascot, Berkshire",1 year,Ascot Fencing & Gates Limited,9.89,42
"Ascot, Berkshire",4 years,Ascot Plastering Services,9.97,272
"Wallington, Surrey",Less than a year,Ascots Glazing & Construction Ltd,9.83,6
"Aylesford, Kent",2 years,ASD Electrical Services,9.95,233
"Redhill, Surrey",3 years,ASD Harrison,9.89,164
"Fleet, Hampshire",1 year,ASD UK Ltd,9.92,64
"Burgess Hill, West Sussex",2 years,ASF Welding & Fabrication,9.86,18
"Hatfield, Hertfordshire",1 year,ASG Developments - Herts,9.34,14
"Iver, Buckinghamshire",4 years,ASG Roofing & Upvc,9.88,114
"Whitley Bay, Tyne and Wear",Less than a year,Asgard Environmental,10,5
Morden,1 year,Asgard Roofing,9.96,47
"Basildon, Essex",2 years,Asgen Ltd,9.84,35
"Salisbury, Wiltshire",Less than a year,Asguard Asbestos Services,9.82,30
"Ramsgate, Kent",3 years,Ash & Co,9.93,75
"Cheltenham, Gloucestershire",Less than a year,Ash Build,0,5
"Farnham, Surrey",4 years,Ash Damp Proofing & Plastering Ltd,9.85,91
"Dartford, Kent",Less than a year,Ash Fencing and Landscapes,9.98,15
"Gravesend, Kent",2 years,Ash Paving Ltd,9.84,80
